epoch,phase,lr,train_loss,train_acc,synth_monitor_acc,synth_val_acc,real_val_loss,real_val_acc,epoch_time_s,game7_acc_wP,game7_acc_wR,game7_acc_wN,game7_acc_wB,game7_acc_wQ,game7_acc_wK,game7_acc_bP,game7_acc_bR,game7_acc_bN,game7_acc_bB,game7_acc_bQ,game7_acc_bK,game7_acc_empty
1,A,0.0001,0.5877298750329313,0.8557952786377709,0.9996936274509803,,0.7460686634887349,0.8119318181818181,284.5389959071763,0.9487179487179487,0.10752688172043011,0.07317073170731707,0.38181818181818183,0.07272727272727272,0.5636363636363636,0.8634020618556701,0.8272727272727273,0.04878048780487805,0.08080808080808081,0.41818181818181815,0.3090909090909091,0.9850976361767728
2,A,0.0001,0.381345718706909,0.8908184984520123,0.9996425653594772,,0.5509626691991633,0.8451704545454546,126.35570921888575,0.9666666666666667,0.2903225806451613,0.3048780487804878,0.44545454545454544,0.07272727272727272,0.7818181818181819,0.9175257731958762,0.8545454545454545,0.13414634146341464,0.1414141414141414,0.2909090909090909,0.6545454545454545,0.9881808838643371
3,B,2.977971241867702e-05,0.11920383594852321,0.9681211300309598,0.9924428104575164,,0.15591135092756964,0.9534090909090909,172.12955760164186,0.9897435897435898,0.967741935483871,0.9146341463414634,0.7363636363636363,0.7454545454545455,0.9636363636363636,0.9664948453608248,0.9454545454545454,0.9634146341463414,0.6666666666666666,0.2909090909090909,0.9272727272727272,0.9964028776978417
4,B,2.9125543001395675e-05,0.04039228548210737,0.9902283281733746,0.984375,,0.13436928100206635,0.9625,172.0116108111106,0.9923076923076923,0.967741935483871,0.975609756097561,0.8181818181818182,0.5818181818181818,0.9818181818181818,0.979381443298969,0.9454545454545454,0.975609756097561,0.797979797979798,0.36363636363636365,0.9272727272727272,0.9974306269270298
5,B,2.8057368354874366e-05,0.02319620655533849,0.9947271671826625,0.9725796568627451,,0.1472935253246264,0.959659090909091,173.2208746438846,0.9897435897435898,1.0,0.975609756097561,0.7272727272727273,0.8363636363636363,0.9818181818181818,0.9819587628865979,0.9636363636363636,0.975609756097561,0.7272727272727273,0.2,0.9090909090909091,0.9964028776978417
6,B,2.6607644425225183e-05,0.015435306534755704,0.9965654024767802,0.9820261437908496,,0.15059454874558884,0.9610795454545454,172.71384305460379,0.9923076923076923,1.0,0.975609756097561,0.7818181818181819,0.7090909090909091,0.9818181818181818,0.9742268041237113,0.9454545454545454,0.9878048780487805,0.6464646464646465,0.43636363636363634,0.9272727272727272,0.9979445015416238
7,B,2.4820420340454822e-05,0.012844661498138099,0.997000773993808,0.9746221405228758,,0.15763697139918803,0.95625,173.03897269722074,0.9769230769230769,1.0,0.9878048780487805,0.6636363636363637,0.9454545454545454,0.9818181818181818,0.9716494845360825,0.9454545454545454,0.9878048780487805,0.6060606060606061,0.32727272727272727,0.9272727272727272,0.9974306269270298
8,B,2.275e-05,0.009408654232000163,0.9980650154798761,0.9698223039215687,,0.1395707230676304,0.9619318181818182,172.46804694319144,0.9923076923076923,1.0,0.8902439024390244,0.8636363636363636,0.8727272727272727,0.9818181818181818,0.9845360824742269,0.9454545454545454,0.9878048780487805,0.6868686868686869,0.2,0.9272727272727272,0.9964028776978417
9,B,2.04592920782222e-05,0.008391757550439942,0.9980650154798761,0.958078022875817,,0.14434062582864002,0.9696022727272727,172.33507289830595,0.9923076923076923,1.0,0.9878048780487805,0.8181818181818182,0.9636363636363636,0.9818181818181818,0.9819587628865979,0.9454545454545454,0.9878048780487805,0.6060606060606061,0.6363636363636364,0.9272727272727272,0.9984583761562179
10,B,1.8017898576170493e-05,0.006256401052970339,0.9987906346749226,0.967626633986928,,0.13307580920782955,0.9673295454545454,171.9606537609361,0.9923076923076923,1.0,0.9024390243902439,0.8636363636363636,0.9818181818181818,0.9818181818181818,0.9819587628865979,0.9454545454545454,0.9878048780487805,0.7878787878787878,0.2,0.9272727272727272,0.9979445015416238
11,B,1.55e-05,0.005415221674721176,0.9987906346749226,0.9647671568627451,,0.13635828525505284,0.9696022727272727,172.9900566940196,0.9897435897435898,1.0,0.926829268292683,0.8363636363636363,0.9272727272727272,0.9818181818181818,0.9819587628865979,0.9454545454545454,0.9878048780487805,0.6464646464646465,0.6727272727272727,0.9272727272727272,0.9984583761562179
12,B,1.2982101423829512e-05,0.004602073451126842,0.9988873839009288,0.9539419934640523,,0.14576718325896018,0.96875,172.5800633416511,0.9871794871794872,1.0,0.975609756097561,0.8272727272727273,0.9636363636363636,0.9818181818181818,0.979381443298969,0.9454545454545454,0.9878048780487805,0.7474747474747475,0.4,0.9272727272727272,0.9979445015416238
13,B,1.054070792177781e-05,0.005194703013065899,0.9988873839009288,0.9595588235294118,,0.14233819126490166,0.9681818181818181,172.95728585589677,0.9923076923076923,1.0,0.9878048780487805,0.8272727272727273,0.9272727272727272,0.9818181818181818,0.9845360824742269,0.9454545454545454,0.9878048780487805,0.6767676767676768,0.43636363636363634,0.9272727272727272,0.9979445015416238
14,B,8.250000000000004e-06,0.0037674262186032275,0.9992743808049536,0.9649714052287581,,0.11807507345960899,0.9732954545454545,171.88563627097756,0.9871794871794872,1.0,0.9634146341463414,0.8909090909090909,0.8909090909090909,0.9818181818181818,0.9768041237113402,0.9454545454545454,0.9878048780487805,0.7878787878787878,0.5818181818181818,0.9272727272727272,0.9984583761562179
15,B,6.179579659545179e-06,0.0034247016403647487,0.9990808823529411,0.9628267973856209,,0.12551562914794143,0.9713068181818182,172.2312680138275,0.9897435897435898,1.0,0.9634146341463414,0.8818181818181818,0.9090909090909091,0.9818181818181818,0.979381443298969,0.9454545454545454,0.9878048780487805,0.7171717171717171,0.5454545454545454,0.9272727272727272,0.9984583761562179
16,B,4.3923555747748205e-06,0.002629726399498074,0.9994678792569659,0.9619587418300654,,0.1358278780455955,0.9707386363636363,172.53310723090544,0.9923076923076923,1.0,0.975609756097561,0.8636363636363636,0.9636363636363636,0.9818181818181818,0.9819587628865979,0.9454545454545454,0.9878048780487805,0.696969696969697,0.4727272727272727,0.9272727272727272,0.9984583761562179
17,B,2.942631645125642e-06,0.0025809723220020604,0.9993711300309598,0.963796977124183,,0.12292823930355636,0.9738636363636364,171.801263530273,0.9871794871794872,1.0,0.9634146341463414,0.8454545454545455,0.9636363636363636,0.9818181818181818,0.979381443298969,0.9454545454545454,0.9878048780487805,0.7171717171717171,0.7454545454545455,0.9272727272727272,0.9984583761562179
18,B,1.8744569986043295e-06,0.002303848865379986,0.9994195046439629,0.9644097222222222,,0.12983629742044617,0.9730113636363636,172.09734801901504,0.9897435897435898,1.0,0.9634146341463414,0.8727272727272727,0.9636363636363636,0.9818181818181818,0.979381443298969,0.9454545454545454,0.9878048780487805,0.6868686868686869,0.6727272727272727,0.9272727272727272,0.9984583761562179
19,B,1.220287581322984e-06,0.0019602768702399443,0.9996130030959752,0.9636437908496732,,0.14344761894846506,0.9710227272727273,172.13313464215025,0.9871794871794872,1.0,0.9878048780487805,0.8545454545454545,0.9636363636363636,0.9818181818181818,0.9819587628865979,0.9454545454545454,0.9878048780487805,0.6363636363636364,0.6363636363636364,0.9272727272727272,0.9984583761562179
20,B,1.0000000000000002e-06,0.002276636704689612,0.9993711300309598,0.9643586601307189,,0.1393441377461634,0.9701704545454546,172.14416423998773,0.9871794871794872,1.0,0.975609756097561,0.8636363636363636,0.9636363636363636,0.9818181818181818,0.979381443298969,0.9454545454545454,0.9878048780487805,0.6565656565656566,0.5636363636363636,0.9272727272727272,0.9984583761562179
